# §35 full grid (E67 rev: full-bridge tanks, LOW/HIGH mode edge at 500 V, PSM at f_max, line-tracking bus floor), averaged fidelity; PASS = Tj<=150, Ip_rms<=tank class (78/100/120 A rms), fn in [0.45,1.45], eta floor
sku,Vin,Vout,load,temp,mode,ctl,Pout_W,bus_V,fn,Ip_rms_A,Iline_A,eta_pct,Tj_pfc_C,Tj_llc_C,PASS,notes,Tj_jbs_C,Woff_pos_W,Itoff_A
50kwa,300,750,0.5,cold,SER,PFM,22727,789,1.117,41.8,45.5,97.34,30,25,PASS,,18,26.5,53.6
50kwa,300,750,0.5,room,SER,PFM,22727,789,1.117,41.8,45.5,97.29,67,60,PASS,,53,26.5,53.6
50kwa,300,750,0.5,hot,SER,PFM,22727,789,1.117,41.8,45.5,97.25,100,93,PASS,,85,26.5,53.6
50kwa,300,750,0.75,cold,SER,PFM,34091,789,1.116,56.8,68.3,97.03,48,29,PASS,,24,29.1,59
50kwa,300,750,0.75,room,SER,PFM,34091,789,1.116,56.8,68.3,96.95,87,66,PASS,,59,29.1,59
50kwa,300,750,0.75,hot,SER,PFM,34091,789,1.116,56.8,68.3,96.88,122,99,PASS,,91,29.1,59
50kwa,300,750,1,cold,SER,PFM,45455,789,1.113,72.7,91.1,96.57,74,36,PASS,,31,32.5,65.9
50kwa,300,750,1,room,SER,PFM,45455,789,1.113,72.7,91.1,96.46,116,73,PASS,,66,32.5,65.9
50kwa,300,750,1,hot,SER,PFM,45455,789,1.113,68.2,84.7,96.52,145,105,PASS,thermal derate to 93% ,96,31.5,63.9
50kwa,300,1000,0,cold,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,300,1000,0,room,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,300,1000,0,hot,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,300,1000,0.05,cold,SER,PFM,2273,830,0.609,58.3,4.6,88.52,11,27,PASS,,10,23.3,82.5
50kwa,300,1000,0.05,room,SER,PFM,2273,830,0.609,58.3,4.6,88.51,46,64,PASS,,45,23.3,82.5
50kwa,300,1000,0.05,hot,SER,PFM,2273,830,0.609,58.3,4.6,88.51,78,97,PASS,,77,23.3,82.5
50kwa,300,1000,0.1,cold,SER,PFM,4545,830,0.608,58.5,9.1,93.48,13,27,PASS,,11,23.4,82.8
50kwa,300,1000,0.1,room,SER,PFM,4545,830,0.608,58.5,9.1,93.47,48,64,PASS,,46,23.4,82.8
50kwa,300,1000,0.1,hot,SER,PFM,4545,830,0.608,58.5,9.1,93.46,80,97,PASS,,78,23.4,82.8
50kwa,300,1000,0.25,cold,SER,PFM,11364,830,0.607,59.8,22.8,96.51,18,28,PASS,,13,23.9,84.6
50kwa,300,1000,0.25,room,SER,PFM,11364,830,0.607,59.8,22.8,96.48,54,65,PASS,,48,23.9,84.6
50kwa,300,1000,0.25,hot,SER,PFM,11364,830,0.607,59.8,22.8,96.46,86,98,PASS,,80,23.9,84.6
50kwa,300,1000,0.5,cold,SER,PFM,22727,830,0.603,64.3,45.5,97.2,31,30,PASS,,16,25.5,90.9
50kwa,300,1000,0.5,room,SER,PFM,22727,830,0.603,64.3,45.5,97.15,68,67,PASS,,51,25.5,90.9
50kwa,300,1000,0.5,hot,SER,PFM,22727,830,0.603,64.3,45.5,97.1,102,101,PASS,,83,25.5,90.9
50kwa,300,1000,0.75,cold,SER,PFM,34091,830,0.594,71.1,68.3,97.11,51,33,PASS,,20,27.8,100.5
50kwa,300,1000,0.75,room,SER,PFM,34091,830,0.594,71.1,68.3,97.03,89,71,PASS,,55,27.8,100.5
50kwa,300,1000,0.75,hot,SER,PFM,34091,830,0.594,71.1,68.3,96.95,125,105,PASS,,87,27.8,100.5
50kwa,300,1000,1,cold,SER,PFM,45455,830,0.582,79.8,91.1,96.81,78,37,PASS,,24,27.8,102.9
50kwa,300,1000,1,room,SER,PFM,45455,830,0.582,79.8,91.1,96.69,121,75,PASS,,59,27.8,102.9
50kwa,300,1000,1,hot,SER,PFM,45455,830,0.582,77.5,84.7,96.69,149,109,PASS,thermal derate to 93% ,90,28.7,106.2
50kwa,330,150,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,150,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,150,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,150,0.05,cold,PAR,PSM,1253,650,1.45,8.7,2.3,80.1,11,51,PASS,,11,7.4,14
50kwa,330,150,0.05,room,PAR,PSM,1253,650,1.45,8.7,2.3,80.1,46,86,PASS,,46,7.4,14
50kwa,330,150,0.05,hot,PAR,PSM,1253,650,1.45,8.7,2.3,80.1,78,118,PASS,,78,7.4,14
50kwa,330,150,0.1,cold,PAR,PSM,2505,650,1.45,12,4.6,87.74,11,51,PASS,,12,10.1,19.2
50kwa,330,150,0.1,room,PAR,PSM,2505,650,1.45,12,4.6,87.74,46,86,PASS,,47,10.1,19.2
50kwa,330,150,0.1,hot,PAR,PSM,2505,650,1.45,12,4.6,87.74,78,118,PASS,,79,10.1,19.2
50kwa,330,150,0.25,cold,PAR,PSM,6263,650,1.45,24.8,11.4,92.63,13,52,PASS,,15,20.9,39.6
50kwa,330,150,0.25,room,PAR,PSM,6263,650,1.45,24.8,11.4,92.62,48,87,PASS,,50,20.9,39.6
50kwa,330,150,0.25,hot,PAR,PSM,6263,650,1.45,24.8,11.4,92.62,80,120,PASS,,82,20.9,39.6
50kwa,330,150,0.5,cold,PAR,PSM,12525,650,1.45,47.9,22.8,93.74,16,57,PASS,,23,40.5,76.6
50kwa,330,150,0.5,room,PAR,PSM,12525,650,1.45,47.9,22.8,93.73,51,93,PASS,,58,40.5,76.6
50kwa,330,150,0.5,hot,PAR,PSM,12525,650,1.45,47.9,22.8,93.72,84,126,PASS,,90,40.5,76.6
50kwa,330,150,0.75,cold,PAR,PSM,18788,650,1.45,71.4,34.2,93.61,20,65,PASS,,33,60.3,114.2
50kwa,330,150,0.75,room,PAR,PSM,18788,650,1.45,71.4,34.2,93.59,56,102,PASS,,68,60.3,114.2
50kwa,330,150,0.75,hot,PAR,PSM,18788,650,1.45,71.4,34.2,93.58,88,136,PASS,,100,60.3,114.2
50kwa,330,150,1,cold,PAR,PSM,25050,650,1.45,95,45.6,93.17,25,77,PASS,,45,80.2,151.9
50kwa,330,150,1,room,PAR,PSM,25050,650,1.45,95,45.6,93.15,61,117,PASS,,80,80.2,151.9
50kwa,330,150,1,hot,PAR,PSM,25050,650,1.45,88.3,42.4,93.27,92,147,PASS,thermal derate to 93% ,108,74.6,141.4
50kwa,330,200,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,200,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,200,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,200,0.05,cold,PAR,PSM,1670,650,1.45,10.9,3,88.21,11,31,PASS,,11,9.2,17.4
50kwa,330,200,0.05,room,PAR,PSM,1670,650,1.45,10.9,3,88.21,46,66,PASS,,46,9.2,17.4
50kwa,330,200,0.05,hot,PAR,PSM,1670,650,1.45,10.9,3,88.2,78,98,PASS,,78,9.2,17.4
50kwa,330,200,0.1,cold,PAR,PSM,3340,650,1.45,13.6,6.1,92.7,11,31,PASS,,12,11.5,21.8
50kwa,330,200,0.1,room,PAR,PSM,3340,650,1.45,13.6,6.1,92.7,46,67,PASS,,47,11.5,21.8
50kwa,330,200,0.1,hot,PAR,PSM,3340,650,1.45,13.6,6.1,92.7,78,99,PASS,,79,11.5,21.8
50kwa,330,200,0.25,cold,PAR,PSM,8350,650,1.45,25.6,15.2,95.23,14,33,PASS,,15,21.6,41
50kwa,330,200,0.25,room,PAR,PSM,8350,650,1.45,25.6,15.2,95.23,49,68,PASS,,50,21.6,41
50kwa,330,200,0.25,hot,PAR,PSM,8350,650,1.45,25.6,15.2,95.22,81,100,PASS,,82,21.6,41
50kwa,330,200,0.5,cold,PAR,PSM,16700,650,1.45,48.3,30.4,95.55,19,37,PASS,,23,40.8,77.3
50kwa,330,200,0.5,room,PAR,PSM,16700,650,1.45,48.3,30.4,95.53,54,73,PASS,,58,40.8,77.3
50kwa,330,200,0.5,hot,PAR,PSM,16700,650,1.45,48.3,30.4,95.52,87,106,PASS,,90,40.8,77.3
50kwa,330,200,0.75,cold,PAR,PSM,25050,650,1.45,71.7,45.6,95.22,25,47,PASS,,33,60.5,114.7
50kwa,330,200,0.75,room,PAR,PSM,25050,650,1.45,71.7,45.6,95.19,61,85,PASS,,68,60.5,114.7
50kwa,330,200,0.75,hot,PAR,PSM,25050,650,1.45,71.7,45.6,95.17,94,119,PASS,,100,60.5,114.7
50kwa,330,200,1,cold,PAR,PSM,33400,650,1.45,95.2,60.9,94.73,33,68,PASS,,45,80.4,152.3
50kwa,330,200,1,room,PAR,PSM,33400,650,1.45,95.2,60.9,94.7,69,107,PASS,,80,80.4,152.3
50kwa,330,200,1,hot,PAR,PSM,33400,650,1.45,95.2,60.9,94.66,103,143,PASS,,112,80.4,152.3
50kwa,330,250,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,250,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,250,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,250,0.05,cold,PAR,PSM,2088,650,1.45,13.1,3.8,94.19,11,15,PASS,,11,11.1,21
50kwa,330,250,0.05,room,PAR,PSM,2088,650,1.45,13.1,3.8,94.19,46,50,PASS,,46,11.1,21
50kwa,330,250,0.05,hot,PAR,PSM,2088,650,1.45,13.1,3.8,94.19,78,82,PASS,,78,11.1,21
50kwa,330,250,0.1,cold,PAR,PSM,4175,650,1.45,15.5,7.6,96.1,12,16,PASS,,12,13.1,24.7
50kwa,330,250,0.1,room,PAR,PSM,4175,650,1.45,15.5,7.6,96.09,47,51,PASS,,47,13.1,24.7
50kwa,330,250,0.1,hot,PAR,PSM,4175,650,1.45,15.5,7.6,96.09,79,83,PASS,,79,13.1,24.7
50kwa,330,250,0.25,cold,PAR,PSM,10438,650,1.45,26.6,19,96.91,15,21,PASS,,15,22.5,42.6
50kwa,330,250,0.25,room,PAR,PSM,10438,650,1.45,26.6,19,96.9,50,56,PASS,,50,22.5,42.6
50kwa,330,250,0.25,hot,PAR,PSM,10438,650,1.45,26.6,19,96.89,82,88,PASS,,82,22.5,42.6
50kwa,330,250,0.5,cold,PAR,PSM,20875,650,1.45,48.9,38,96.67,22,32,PASS,,23,41.3,78.2
50kwa,330,250,0.5,room,PAR,PSM,20875,650,1.45,48.9,38,96.65,57,68,PASS,,58,41.3,78.2
50kwa,330,250,0.5,hot,PAR,PSM,20875,650,1.45,48.9,38,96.63,90,101,PASS,,90,41.3,78.2
50kwa,330,250,0.75,cold,PAR,PSM,31313,650,1.45,72,57,96.18,31,48,PASS,,33,60.8,115.3
50kwa,330,250,0.75,room,PAR,PSM,31313,650,1.45,72,57,96.15,67,85,PASS,,68,60.8,115.3
50kwa,330,250,0.75,hot,PAR,PSM,31313,650,1.45,72,57,96.12,100,119,PASS,,100,60.8,115.3
50kwa,330,250,1,cold,PAR,PFM,41750,650,1.428,95.5,76.1,95.46,42,61,PASS,,45,65.9,126.7
50kwa,330,250,1,room,PAR,PFM,41750,650,1.428,95.5,76.1,95.41,80,101,PASS,,80,65.9,126.7
50kwa,330,250,1,hot,PAR,PFM,41750,650,1.428,95.5,76.1,95.37,114,137,PASS,,112,65.9,126.7
50kwa,330,300,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,300,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,300,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,300,0.05,cold,PAR,PFM,2500,650,1.191,18.5,4.6,94.65,11,15,PASS,,11,11.3,26.1
50kwa,330,300,0.05,room,PAR,PFM,2500,650,1.191,18.5,4.6,94.65,46,50,PASS,,46,11.3,26.1
50kwa,330,300,0.05,hot,PAR,PFM,2500,650,1.191,18.5,4.6,94.64,78,83,PASS,,78,11.3,26.1
50kwa,330,300,0.1,cold,PAR,PFM,5000,650,1.191,20.2,9.1,96.44,12,16,PASS,,12,12.4,28.6
50kwa,330,300,0.1,room,PAR,PFM,5000,650,1.191,20.2,9.1,96.44,47,51,PASS,,47,12.4,28.6
50kwa,330,300,0.1,hot,PAR,PFM,5000,650,1.191,20.2,9.1,96.43,79,83,PASS,,79,12.4,28.6
50kwa,330,300,0.25,cold,PAR,PFM,12500,650,1.188,29.6,22.8,97.2,16,19,PASS,,15,17.8,41.2
50kwa,330,300,0.25,room,PAR,PFM,12500,650,1.188,29.6,22.8,97.18,51,54,PASS,,50,17.8,41.2
50kwa,330,300,0.25,hot,PAR,PFM,12500,650,1.188,29.6,22.8,97.17,84,87,PASS,,82,17.8,41.2
50kwa,330,300,0.5,cold,PAR,PFM,25000,650,1.181,50.6,45.5,97.05,25,25,PASS,,23,22.6,52.5
50kwa,330,300,0.5,room,PAR,PFM,25000,650,1.181,50.6,45.5,97.02,61,61,PASS,,58,22.6,52.5
50kwa,330,300,0.5,hot,PAR,PFM,25000,650,1.181,50.6,45.5,97,94,94,PASS,,90,22.6,52.5
50kwa,330,300,0.75,cold,PAR,PFM,37500,650,1.171,73.2,68.3,96.6,37,34,PASS,,32,28.7,67.3
50kwa,330,300,0.75,room,PAR,PFM,37500,650,1.171,73.2,68.3,96.56,74,72,PASS,,67,28.7,67.3
50kwa,330,300,0.75,hot,PAR,PFM,37500,650,1.171,73.2,68.3,96.52,108,106,PASS,,99,28.7,67.3
50kwa,330,300,1,cold,PAR,PFM,50000,650,1.159,96.2,91.1,96.08,53,48,PASS,,45,35.3,83.6
50kwa,330,300,1,room,PAR,PFM,50000,650,1.159,96.2,91.1,96.03,92,88,PASS,,80,35.3,83.6
50kwa,330,300,1,hot,PAR,PFM,50000,650,1.159,96.2,91.1,95.97,128,124,PASS,,112,35.3,83.6
50kwa,330,400,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,400,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,400,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,400,0.05,cold,PAR,PFM,2500,830,1.084,26.4,4.6,93.31,11,19,PASS,,11,18.8,37.4
50kwa,330,400,0.05,room,PAR,PFM,2500,830,1.084,26.4,4.6,93.31,46,54,PASS,,46,18.8,37.4
50kwa,330,400,0.05,hot,PAR,PFM,2500,830,1.084,26.4,4.6,93.31,78,87,PASS,,78,18.8,37.4
50kwa,330,400,0.1,cold,PAR,PFM,5000,830,1.084,27.1,9.1,95.93,13,19,PASS,,11,19.3,38.4
50kwa,330,400,0.1,room,PAR,PFM,5000,830,1.084,27.1,9.1,95.92,48,55,PASS,,46,19.3,38.4
50kwa,330,400,0.1,hot,PAR,PFM,5000,830,1.084,27.1,9.1,95.91,80,87,PASS,,78,19.3,38.4
50kwa,330,400,0.25,cold,PAR,PFM,12500,830,1.084,31.6,22.8,97.28,18,21,PASS,,14,22.5,44.7
50kwa,330,400,0.25,room,PAR,PFM,12500,830,1.084,31.6,22.8,97.26,54,57,PASS,,49,22.5,44.7
50kwa,330,400,0.25,hot,PAR,PFM,12500,830,1.084,31.6,22.8,97.24,86,89,PASS,,81,22.5,44.7
50kwa,330,400,0.5,cold,PAR,PFM,25000,830,1.083,44.1,45.5,97.35,31,26,PASS,,19,28.8,57.1
50kwa,330,400,0.5,room,PAR,PFM,25000,830,1.083,44.1,45.5,97.3,67,62,PASS,,54,28.8,57.1
50kwa,330,400,0.5,hot,PAR,PFM,25000,830,1.083,44.1,45.5,97.27,100,95,PASS,,86,28.8,57.1
50kwa,330,400,0.75,cold,PAR,PFM,37500,830,1.082,59.3,68.3,97.08,48,31,PASS,,25,30.8,61.2
50kwa,330,400,0.75,room,PAR,PFM,37500,830,1.082,59.3,68.3,97.02,87,67,PASS,,60,30.8,61.2
50kwa,330,400,0.75,hot,PAR,PFM,37500,830,1.082,59.3,68.3,96.96,122,101,PASS,,92,30.8,61.2
50kwa,330,400,1,cold,PAR,PFM,50000,830,1.081,75.6,91.1,96.68,73,37,PASS,,32,33.4,66.4
50kwa,330,400,1,room,PAR,PFM,50000,830,1.081,75.6,91.1,96.58,115,75,PASS,,67,33.4,66.4
50kwa,330,400,1,hot,PAR,PFM,50000,830,1.081,70.9,84.7,96.64,143,107,PASS,thermal derate to 93% ,97,32.6,64.8
50kwa,330,500,0,cold,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,500,0,room,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,500,0,hot,PAR,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,500,0.05,cold,PAR,PFM,2500,830,0.609,58.4,4.6,89.32,11,27,PASS,,10,23.3,82.5
50kwa,330,500,0.05,room,PAR,PFM,2500,830,0.609,58.4,4.6,89.32,46,64,PASS,,45,23.3,82.5
50kwa,330,500,0.05,hot,PAR,PFM,2500,830,0.609,58.4,4.6,89.31,78,97,PASS,,77,23.3,82.5
50kwa,330,500,0.1,cold,PAR,PFM,5000,830,0.608,58.6,9.1,93.89,13,27,PASS,,11,23.4,82.8
50kwa,330,500,0.1,room,PAR,PFM,5000,830,0.608,58.6,9.1,93.88,48,64,PASS,,46,23.4,82.8
50kwa,330,500,0.1,hot,PAR,PFM,5000,830,0.608,58.6,9.1,93.87,80,97,PASS,,78,23.4,82.8
50kwa,330,500,0.25,cold,PAR,PFM,12500,830,0.607,60.1,22.8,96.65,18,28,PASS,,13,24,85.1
50kwa,330,500,0.25,room,PAR,PFM,12500,830,0.607,60.1,22.8,96.63,54,65,PASS,,48,24,85.1
50kwa,330,500,0.25,hot,PAR,PFM,12500,830,0.607,60.1,22.8,96.61,86,98,PASS,,80,24,85.1
50kwa,330,500,0.5,cold,PAR,PFM,25000,830,0.601,65.4,45.5,97.26,31,30,PASS,,16,25.9,92.6
50kwa,330,500,0.5,room,PAR,PFM,25000,830,0.601,65.4,45.5,97.22,67,67,PASS,,51,25.9,92.6
50kwa,330,500,0.5,hot,PAR,PFM,25000,830,0.601,65.4,45.5,97.18,100,101,PASS,,83,25.9,92.6
50kwa,330,500,0.75,cold,PAR,PFM,37500,830,0.591,73.5,68.3,97.17,48,35,PASS,,21,28.6,104
50kwa,330,500,0.75,room,PAR,PFM,37500,830,0.591,73.5,68.3,97.1,87,72,PASS,,56,28.6,104
50kwa,330,500,0.75,hot,PAR,PFM,37500,830,0.591,73.5,68.3,97.04,122,106,PASS,,88,28.6,104
50kwa,330,500,1,cold,PAR,PFM,50000,830,0.575,83.8,91.1,96.92,73,38,PASS,,26,26.6,99.5
50kwa,330,500,1,room,PAR,PFM,50000,830,0.575,83.8,91.1,96.82,115,76,PASS,,61,26.6,99.5
50kwa,330,500,1,hot,PAR,PFM,50000,830,0.575,81.1,84.7,96.83,143,110,PASS,thermal derate to 93% ,92,27.7,103.6
50kwa,330,500,0,cold,SER,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,500,0,room,SER,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,500,0,hot,SER,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,330,500,0.05,cold,SER,PSM,2500,650,1.45,13.5,4.6,95.02,11,15,PASS,,11,11.4,21.6
50kwa,330,500,0.05,room,SER,PSM,2500,650,1.45,13.5,4.6,95.02,46,50,PASS,,46,11.4,21.6
50kwa,330,500,0.05,hot,SER,PSM,2500,650,1.45,13.5,4.6,95.02,78,82,PASS,,78,11.4,21.6
50kwa,330,500,0.1,cold,SER,PSM,5000,650,1.45,16.7,9.1,96.58,12,16,PASS,,12,14.1,26.7
50kwa,330,500,0.1,room,SER,PSM,5000,650,1.45,16.7,9.1,96.57,47,51,PASS,,47,14.1,26.7
50kwa,330,500,0.1,hot,SER,PSM,5000,650,1.45,16.7,9.1,96.57,79,83,PASS,,79,14.1,26.7
50kwa,330,500,0.25,cold,SER,PSM,12500,650,1.45,30.9,22.8,97.11,16,23,PASS,,16,26.1,49.4
50kwa,330,500,0.25,room,SER,PSM,12500,650,1.45,30.9,22.8,97.1,51,58,PASS,,51,26.1,49.4
50kwa,330,500,0.25,hot,SER,PSM,12500,650,1.45,30.9,22.8,97.09,84,90,PASS,,83,26.1,49.4
50kwa,330,500,0.5,cold,SER,PSM,25000,650,1.45,58,45.5,96.68,25,38,PASS,,26,49,92.8
50kwa,330,500,0.5,room,SER,PSM,25000,650,1.45,58,45.5,96.66,61,74,PASS,,61,49,92.8
50kwa,330,500,0.5,hot,SER,PSM,25000,650,1.45,58,45.5,96.63,94,108,PASS,,93,49,92.8
50kwa,330,500,0.75,cold,SER,PSM,37500,650,1.45,85.9,68.3,96.06,37,59,PASS,,40,72.6,137.5
50kwa,330,500,0.75,room,SER,PSM,37500,650,1.45,85.9,68.3,96.02,74,98,PASS,,75,72.6,137.5
50kwa,330,500,0.75,hot,SER,PSM,37500,650,1.45,85.9,68.3,95.98,108,133,PASS,,107,72.6,137.5
50kwa,330,500,1,cold,SER,PFM,50000,650,1.384,114.1,91.1,95.22,53,79,PASS,,56,76,150.9
50kwa,330,500,1,room,SER,PFM,50000,650,1.384,114.1,91.1,95.16,92,121,PASS,,91,76,150.9
50kwa,330,500,1,hot,SER,PFM,50000,650,1.384,106.2,84.7,95.31,122,149,PASS,thermal derate to 93% ,118,70.9,140.7
50kwa,330,750,0,cold,SER,IDLE,0,789,,0,0,,,,PASS,standby
50kwa,330,750,0,room,SER,IDLE,0,789,,0,0,,,,PASS,standby
50kwa,330,750,0,hot,SER,IDLE,0,789,,0,0,,,,PASS,standby
50kwa,330,750,0.05,cold,SER,PFM,2500,789,1.119,24.1,4.6,93.83,11,18,PASS,,11,16.8,34
50kwa,330,750,0.05,room,SER,PFM,2500,789,1.119,24.1,4.6,93.83,46,53,PASS,,46,16.8,34
50kwa,330,750,0.05,hot,SER,PFM,2500,789,1.119,24.1,4.6,93.83,78,86,PASS,,78,16.8,34
50kwa,330,750,0.1,cold,SER,PFM,5000,789,1.119,24.9,9.1,96.23,13,18,PASS,,11,17.5,35.3
50kwa,330,750,0.1,room,SER,PFM,5000,789,1.119,24.9,9.1,96.22,48,54,PASS,,46,17.5,35.3
50kwa,330,750,0.1,hot,SER,PFM,5000,789,1.119,24.9,9.1,96.22,80,86,PASS,,78,17.5,35.3
50kwa,330,750,0.25,cold,SER,PFM,12500,789,1.118,30.4,22.8,97.43,18,21,PASS,,14,21.2,43
50kwa,330,750,0.25,room,SER,PFM,12500,789,1.118,30.4,22.8,97.41,53,56,PASS,,49,21.2,43
50kwa,330,750,0.25,hot,SER,PFM,12500,789,1.118,30.4,22.8,97.39,85,88,PASS,,81,21.2,43
50kwa,330,750,0.5,cold,SER,PFM,25000,789,1.117,44.7,45.5,97.44,29,25,PASS,,19,26.9,54.5
50kwa,330,750,0.5,room,SER,PFM,25000,789,1.117,44.7,45.5,97.4,66,61,PASS,,54,26.9,54.5
50kwa,330,750,0.5,hot,SER,PFM,25000,789,1.117,44.7,45.5,97.37,99,94,PASS,,86,26.9,54.5
50kwa,330,750,0.75,cold,SER,PFM,37500,789,1.115,61.5,68.3,97.14,46,31,PASS,,26,30.1,61
50kwa,330,750,0.75,room,SER,PFM,37500,789,1.115,61.5,68.3,97.07,84,68,PASS,,61,30.1,61
50kwa,330,750,0.75,hot,SER,PFM,37500,789,1.115,61.5,68.3,97.02,119,101,PASS,,93,30.1,61
50kwa,330,750,1,cold,SER,PFM,50000,789,1.112,79.3,91.1,96.7,69,39,PASS,,35,33.9,69
50kwa,330,750,1,room,SER,PFM,50000,789,1.112,79.3,91.1,96.62,110,77,PASS,,70,33.9,69
50kwa,330,750,1,hot,SER,PFM,50000,789,1.112,79.3,91.1,96.54,148,112,PASS,,102,33.9,69
50kwa,330,1000,0,cold,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,1000,0,room,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,1000,0,hot,SER,IDLE,0,830,,0,0,,,,PASS,standby
50kwa,330,1000,0.05,cold,SER,PFM,2500,830,0.609,58.4,4.6,89.4,11,27,PASS,,10,23.3,82.5
50kwa,330,1000,0.05,room,SER,PFM,2500,830,0.609,58.4,4.6,89.4,46,64,PASS,,45,23.3,82.5
50kwa,330,1000,0.05,hot,SER,PFM,2500,830,0.609,58.4,4.6,89.4,78,97,PASS,,77,23.3,82.5
50kwa,330,1000,0.1,cold,SER,PFM,5000,830,0.608,58.6,9.1,93.98,13,27,PASS,,11,23.4,82.8
50kwa,330,1000,0.1,room,SER,PFM,5000,830,0.608,58.6,9.1,93.97,48,64,PASS,,46,23.4,82.8
50kwa,330,1000,0.1,hot,SER,PFM,5000,830,0.608,58.6,9.1,93.97,80,97,PASS,,78,23.4,82.8
50kwa,330,1000,0.25,cold,SER,PFM,12500,830,0.607,60.1,22.8,96.74,18,28,PASS,,13,24,85.1
50kwa,330,1000,0.25,room,SER,PFM,12500,830,0.607,60.1,22.8,96.72,54,65,PASS,,48,24,85.1
50kwa,330,1000,0.25,hot,SER,PFM,12500,830,0.607,60.1,22.8,96.71,86,98,PASS,,80,24,85.1
50kwa,330,1000,0.5,cold,SER,PFM,25000,830,0.601,65.4,45.5,97.36,31,30,PASS,,16,25.9,92.6
50kwa,330,1000,0.5,room,SER,PFM,25000,830,0.601,65.4,45.5,97.32,67,67,PASS,,51,25.9,92.6
50kwa,330,1000,0.5,hot,SER,PFM,25000,830,0.601,65.4,45.5,97.28,100,101,PASS,,83,25.9,92.6
50kwa,330,1000,0.75,cold,SER,PFM,37500,830,0.591,73.5,68.3,97.27,48,35,PASS,,21,28.6,104
50kwa,330,1000,0.75,room,SER,PFM,37500,830,0.591,73.5,68.3,97.2,87,72,PASS,,56,28.6,104
50kwa,330,1000,0.75,hot,SER,PFM,37500,830,0.591,73.5,68.3,97.14,122,106,PASS,,88,28.6,104
50kwa,330,1000,1,cold,SER,PFM,50000,830,0.575,83.8,91.1,97.02,73,38,PASS,,26,26.6,99.5
50kwa,330,1000,1,room,SER,PFM,50000,830,0.575,83.8,91.1,96.92,115,76,PASS,,61,26.6,99.5
50kwa,330,1000,1,hot,SER,PFM,50000,830,0.575,81.1,84.7,96.93,143,110,PASS,thermal derate to 93% ,92,27.7,103.6
50kwa,400,150,0,cold,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,400,150,0,room,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,400,150,0,hot,PAR,IDLE,0,650,,0,0,,,,PASS,standby
50kwa,400,150,0.05,cold,PAR,PSM,1253,650,1.45,8.7,1.9,80.12,10,51,PASS,,11,7.4,14
50kwa,400,150,0.05,room,PAR,PSM,1253,650,1.45,8.7,1.9,80.12,45,86,PASS,,46,7.4,14
50kwa,400,150,0.05,hot,PAR,PSM,1253,650,1.45,8.7,1.9,80.12,77,118,PASS,,78,7.4,14
50kwa,400,150,0.1,cold,PAR,PSM,2505,650,1.45,12,3.8,87.77,11,51,PASS,,12,10.1,19.2
50kwa,400,150,0.1,room,PAR,PSM,2505,650,1.45,12,3.8,87.77,46,86,PASS,,47,10.1,19.2
50kwa,400,150,0.1,hot,PAR,PSM,2505,650,1.45,12,3.8,87.77,78,118,PASS,,79,10.1,19.2
50kwa,400,150,0.25,cold,PAR,PSM,6263,650,1.45,24.8,9.4,92.68,12,52,PASS,,15,20.9,39.6
50kwa,400,150,0.25,room,PAR,PSM,6263,650,1.45,24.8,9.4,92.68,47,87,PASS,,50,20.9,39.6
